Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Europe & Central Asia,ECS,25.82837417,33.28553142,38.05654948,38.59266269,38.92127911,40.42003945,41.56306242,41.93618836,39.41001908,42.06529307,47.4921675,44.0639786
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Europe & Central Asia (excluding high income),ECA,28.69868623,30.09310719,33.54031876,31.82673425,31.847935,35.3888752,37.73694772,37.19748019,35.78060624,38.31902719,43.46360282,38.77086766
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,29.29669683,30.17293149,30.54033421,31.07484847,32.47195523,33.74665973,33.30074724,32.54928946,34.63657738,34.64993127,34.2236162
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,European Union,EUU,25.83445029,34.91398235,41.90518523,42.69393365,42.29154897,44.04326062,45.3030952,45.91976843,42.81319279,46.71369669,54.48602642,48.95921729
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Fragile and conflict affected situations,FCS,19.88236614,30.21475206,30.23576838,25.14208153,24.94544373,25.83184073,26.53491442,26.44070562,22.99695639,26.19134938,27.04868017,27.74417705
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Heavily indebted poor countries (HIPC),HPC,21.3660734,28.32697106,35.96149781,34.78345783,32.71349458,31.95508513,32.73654538,31.64544551,28.49010252,30.91266324,33.75075603,29.5378018
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,High income,HIC,19.28759062,23.37503308,30.98251147,29.75166936,28.78977857,29.88520779,30.67500465,30.1169079,27.83485833,30.30792379,33.26956906,31.26277974
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,IBRD only,IBD,18.14311167,24.22003218,25.98563645,23.8220695,22.9659422,23.70534718,24.87561883,23.82278045,22.05016742,24.27496926,25.63405562,24.5649851
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,IDA & IBRD total,IBT,18.42765149,24.31014361,25.99785319,23.90628723,23.0499713,23.8384264,25.03201455,23.97122214,22.15069882,24.4145502,25.89229447,24.77811289
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,IDA blend,IDB,21.33338502,19.06609329,16.09163285,16.16200929,16.70507468,18.5468081,20.29673756,19.16457648,17.02759336,19.21186171,22.56494237,22.52782297
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,IDA only,IDX,23.73923009,31.00789149,35.11984478,33.30631986,30.22540338,30.50523821,32.23933866,30.87344184,27.61799629,30.47221086,34.03986819,29.90943276
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,IDA total,IDA,22.97678155,25.90115411,25.64761929,24.97834569,24.0856573,25.35894518,26.93955749,25.83320404,23.36352302,25.88928243,29.3243058,27.37659565
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Late-demographic dividend,LTE,21.64822289,28.11776459,27.17002784,25.59216066,25.19612189,25.5566447,26.18050178,26.02131849,24.55653334,25.8509316,26.50915321,26.1095926
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Latin America & Caribbean,LCN,16.21297978,21.19376108,23.52423107,23.39568888,22.81061244,22.54178784,25.10471223,24.89024169,24.1988897,28.00127799,29.84249837,25.60991717
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Latin America & Caribbean (excluding high income),LAC,13.57043587,19.48047993,21.28639602,22.44330301,21.9087982,21.61475058,24.27699531,24.03749119,23.6140753,27.40648941,28.94430352,24.86656006
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,14.10154245,20.25101063,23.13764228,23.05619551,22.47118379,22.16135321,24.77217956,24.56205022,24.01548525,28.00204595,29.8498324,25.46730633
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Least developed countries: UN classification,LDC,..,27.0409564,34.19390393,32.02843952,28.16510591,28.32680894,30.69265887,28.60642178,26.57955212,28.77827225,31.82782795,27.92503187
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Low & middle income,LMY,18.15888207,23.85973688,25.45882957,23.35929435,22.39462088,23.19792681,24.41599135,23.28524245,21.39331232,23.6317589,25.37767037,24.11797785
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Low income,LIC,..,26.94986389,35.1786435,31.4317303,31.69090923,32.49998881,34.89763074,32.89445767,30.82706849,33.96047784,35.94124294,30.58737797
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Lower middle income,LMC,18.96313791,23.59485645,28.47613124,26.83908214,25.93297647,27.90041636,29.61920023,27.73929097,25.17084575,29.31871312,32.58048431,30.19999742
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Middle East & North Africa,MEA,..,30.16830161,36.45501938,37.92252522,35.55806672,36.47168208,35.90094804,36.35287108,33.90477411,33.76554198,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Middle East & North Africa (excluding high income),MNA,19.07097615,27.74212413,30.64272095,29.39484934,27.0727959,29.60965517,32.12111723,31.9208417,27.68357794,28.27962983,30.08275714,30.86467748
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,18.7867484,27.37901782,30.45809466,29.15025452,26.82296101,29.35786225,31.85101633,31.66006895,27.39584296,27.95183756,29.7103684,30.48228385
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Middle income,MIC,18.19873559,23.80361089,25.30576315,23.22945585,22.2560459,23.06184883,24.26619731,23.14391959,21.25431054,23.49142513,25.22580969,24.01052741
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,North America,NAC,11.868897,16.04936998,17.91169754,16.77197426,16.0170736,16.40084522,16.63489241,15.93541856,14.3681529,15.76208369,16.82647657,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,OECD members,OED,18.06439157,21.6405122,28.42293651,27.13154016,26.36757626,27.51708786,28.45471155,27.89872171,25.65137977,28.14072064,31.67763826,29.3601051
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Other small states,OSS,61.95944556,64.43314158,70.99156665,69.24327997,67.23673674,68.60028968,70.37267088,69.60787932,71.84136984,76.30049073,80.63160391,78.98890883
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Pacific island small states,PSS,75.26470617,63.33497195,60.08825095,57.43350186,54.86120826,54.29090967,56.6424406,58.80024642,48.20363911,54.29417469,65.73017216,..
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Post-demographic dividend,PST,18.62047529,22.41032868,29.86014282,28.29064214,27.25046176,28.48931999,29.42276765,28.55823478,26.20626038,28.83871373,32.18615081,29.91779237
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Pre-demographic dividend,PRE,16.34033241,31.63920145,25.05547093,24.32381392,22.59707838,23.59174928,24.01771139,23.09683893,22.35817123,23.40056245,24.9624656,26.01587038
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Small states,SST,61.68168443,61.6245402,68.1080856,65.03071516,63.82398228,65.37814872,67.39387435,66.45710576,67.8986719,72.63001855,75.08997489,73.07124919
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,South Asia,SAS,10.9668577,15.28680337,25.62498981,22.24196395,20.6215033,21.61200559,23.45385323,21.4430881,19.03354111,23.13922169,26.1701289,23.19418272
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,South Asia (IDA & IBRD),TSA,10.9668577,15.28680337,25.62498981,22.24196395,20.6215033,21.61200559,23.45385323,21.4430881,19.03354111,23.13922169,26.1701289,23.19418272
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sub-Saharan Africa,SSF,21.64082014,26.40383318,26.51478963,25.85370443,25.09598463,25.29380171,25.62923018,23.87786175,22.27644116,24.41741895,27.38204601,27.39741451
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sub-Saharan Africa (excluding high income),SSA,21.62237515,26.31790563,26.44763081,25.78990179,25.01839934,25.20696622,25.55119768,23.80462432,22.22260084,24.35419891,27.3076857,27.31875942
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,21.64082014,26.40383318,26.51478963,25.85370443,25.09598463,25.29380171,25.62923018,23.87786175,22.27644116,24.41741895,27.38204601,27.39741451
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Upper middle income,UMC,18.01146738,23.81617502,24.48965674,22.30025506,21.28765952,21.819854,22.9113721,21.94760494,20.23187669,22.04370273,23.38196816,22.42179562
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,World,WLD,19.20619594,23.49592434,29.18711989,27.5616301,26.61436103,27.55083789,28.48325327,27.70822135,25.57390331,27.8876757,30.3822427,28.66817959
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,..,..,2.724543362,1.451314661,2.260314203,2.647003203,1.189228129,3.911603416,-2.351100672,-20.73883937,-6.240171992,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,-9.57564017,6.946216592,1.774448853,2.218726375,3.314980684,3.80259872,4.019345617,2.087711996,-3.302082039,8.908527818,4.856401652,3.439149499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,0.80000058,3.800000001,4.1,3.2,3.9,1.5,1.4,0.9,-5,3.8,3.6,4.1
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,..,..,1.762820513,3.149606299,-1.679389313,-6.98757764,2.671118531,-0.487804878,4.411764706,-0.782472613,1.735015773,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,3.781387586,3.528362361,2.504465521,1.434140395,3.70967807,0.34607189,1.58876549,2.015547638,-11.18393994,8.287199781,9.563797527,1.444184231
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,-3.450098685,3.054624234,4.82255927,0.943571561,-2.580111222,-0.147149825,-1.316361689,-0.702272958,-5.638214717,1.199210521,3.04540301,0.856000935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,3.011318529,6.203491677,2.211452513,1.445155299,4.099765539,2.463333366,6.953186092,3.10044515,-18.8803992,8.191718462,9.516395644,3.862012187
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.467213778,-0.788998939,-2.512615321,2.731159828,-2.080327844,2.818502978,-2.617396463,-2.000861003,-9.900484814,10.71800993,4.95636996,-1.550501536
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,..,5.900000003,3.600000001,3.199999999,0.2,7.500000002,5.2,7.599999999,-7.199999999,5.800000001,12.6,8.7
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,3.961401727,7.622920649,-1.586575138,-0.623625902,1.71962498,7.048533386,2.381730186,-2.302836303,-23.98258096,27.63935697,10.45831735,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,3.57912305,3.921517829,2.607401032,2.201810153,2.779142625,2.318709387,2.906363115,2.181109106,-0.334686359,2.111830889,4.268946393,3.016988104
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,4.345641399,3.375722147,0.661272849,1.014501586,1.989437162,2.258572433,2.425385361,1.450529184,-6.632991437,4.237866733,4.806430202,-0.828815089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,..,11.09999914,2.750506815,1.093975916,-3.09999988,0.199999939,1.5,2.500000067,-4.300000102,5.616451029,4.714802365,1.123974327
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,-1.596249087,4.148419308,1.847260843,0.996758611,-0.961908777,2.799518639,2.62988986,-1.357265209,-21.42346307,15.40314894,10.7820132,2.639055981
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,4.437997176,5.300070056,4.350390853,2.863047304,3.473516575,3.81170619,2.289459607,2.166964669,-4.644637359,2.590407838,4.891500207,2.481465339
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,5.622258162,5.293294719,6.061059359,6.552639878,7.113478213,6.590249998,7.31941263,7.881915151,3.448017551,6.938679124,7.099828776,5.77511237
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,-3.307593308,4.447189623,-0.0582879,2.423925408,2.552677993,0.514753126,-0.746352497,0.379893733,-12.53966641,-1.18319712,13.48086157,4.516489659
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,..,5.800003361,1.726209989,-3.829663071,-2.525831409,2.53162368,3.149639499,1.446206671,-0.672904125,2.438866081,-4.658244891,3.886242145
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,3.137402316,3.716679384,1.578533143,2.041459009,1.266686409,1.619580278,1.792945193,2.240835331,-5.304473365,6.927983603,3.014721975,1.365055231
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,9.474652017,12.24061403,4.005318317,3.225493091,-0.011034415,-1.813365148,1.055598231,4.236234536,-13.73169108,17.86244784,8.734311438,4.541632208
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,8.97613436,5.857714205,6.357679098,1.77815106,3.339673426,5.671561952,6.697253622,6.865686628,3.8487924,7.155451646,6.253244914,6.352821609
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,0.019212297,9.317156411,-3.701067594,0.7755297,-0.657206304,3.611419837,-0.4328013,0.306266735,-6.842869643,5.41909484,6.431133996,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,10.38311792,3.355068305,5.717865612,6.568454317,8.400553755,3.507567403,3.501871857,5.755148512,-10.21839742,4.421367389,5.213867838,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.635787428,2.507810809,5.460569506,4.85718718,4.263920864,4.195206334,4.223623653,2.21670564,-8.737884358,6.111372697,3.605680426,2.443471918
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,..,5.41431595,1.153851092,4.314750611,3.242255212,3.244100959,3.827499205,2.887343344,-3.015095148,7.38996234,4.226811011,1.676223469
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,6.772821949,1.987695834,5.694777382,-4.85133564,7.204424759,4.114363663,4.188093554,3.032202574,-8.728752526,11.92063651,5.486028178,2.730919046
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,-4.35,4.387949447,0.50395574,-3.545763393,-3.275916908,1.322869054,1.783666762,1.220777824,-3.276758796,4.762604379,3.016694354,2.908480487
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,1.089420535,2.849421858,-2.508352566,-0.39238375,-2.477917718,1.328602552,0.052237791,3.869109865,1.13357335,-1.590762601,-1.628331545,1.407068229
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,-9.117377096,4.587226859,0.949448521,3.397553876,3.026628392,2.745927259,2.694906553,4.035188947,-3.966156136,7.661748074,3.926432221,1.84638956
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,-0.602928478,1.888473889,4.326845615,3.921228794,5.957976708,6.203489411,6.604569068,5.88920497,2.010772624,6.939155247,1.777915438,2.960180013
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,3.499822136,-0.856864058,4.240650214,-3.90000008,-0.600000909,0.500001262,1.609935421,1.812565324,0.327156893,3.099999999,1.848999439,2.700000597
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.692171874,14.28486885,0.69666684,0.936026508,4.280714827,4.55131481,3.706964607,6.947826325,-20.80527592,7.033530103,17.43907944,5.149134858
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,1.162311848,9.993580323,7.1425711,6.965797817,6.933313972,6.9969037,7.469169208,7.054106932,-3.096006731,3.026389364,5.239810289,5.4
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,-6.105697646,3.832417794,5.719818145,5.666952987,4.535794237,3.541176549,3.955514239,3.475059982,0.259932916,3.338857472,3.582796319,3.993389509
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,0.202947863,5.138539186,2.873466772,0.649970994,1.038550935,3.033834903,2.742963431,1.908431925,-5.038233441,5.286956891,3.819866339,1.065994453
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..,..,2.654529322,2.833122427,3.239973614,3.184047307,4.267265672,3.915636377,-4.954807322,4.904929542,5.15632992,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.147528066,-2.48943244,0.081070515,4.33712103,4.750316841,4.527278213,3.789443593,3.1,0.899999997,0.982919996,0.502110003,0.870251451
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-4.178472373,-0.879681025,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-1.600006737,-1.169187004,2.804340748,4.12231962
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,..,..,..,..,2.574424182,2.066446739,2.360744654,-8.467597317,15.4552113,7.805178745,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.333565474,4.971621489,1.792649474,2.151942499,1.753038746,1.357695378,3.990029475,0.634367534,-6.143474792,11.33395707,2.058740081,0.218780667
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,3.920251368,8.490093406,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.950500754,2.238638356,8.448469417,2.989084086,5.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.281998331,2.924861482,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.186855392,-7.185914138,10.80119819,7.288883887,0.612181322
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,5.091236413,10.84787862,2.106657589,1.147350761,3.320446562,3.815762877,3.642451138,1.760780239,-0.195556827,2.112195577,2.387678485,2.701093579
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,-6.568310695,-6.910927317,9.470288099,6.916167119,2.399398911,3.726947659,5.8211211,4.384528874,1.735422767,6.200154011,8.924447626,8.560862509
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,1.000003566,7.575980395,6.646065409,0.415193061,-8.685243439,-5.594773719,-2.304317801,1.124477074,-6.267777996,1.01507338,1.475356132,1.906864263
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.553063366,3.868718091,3.542109876,3.652080968,4.204323254,4.157698962,2.615904403,2.417511817,-4.273354321,7.935762247,4.55149178,5.111921832
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-1.095908412,-0.265789462,9.371999942,7.194949427,7.17275964,7.410762426,4.843146059,6.721371676,0.699728593,7.063329102,6.217850913,6.53593302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,..,2.956274614,-0.34168263,2.549129635,3.649197525,3.364803306,2.983376913,3.44274248,-8.520438134,13.04114349,7.027225888,3.060871288
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,-2.948564945,5.914760019,1.047576632,4.438333589,0.512843096,1.809791772,2.247948541,-0.163087224,-10.9490846,1.253693425,1.774853995,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..,..,-0.637397373,0.458151544,-1.067708487,-1.276208101,-2.104111331,-3.206132303,-18.03845768,4.2,7.9,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,7.403999507,5.965310315,-1.776061912,3.418923188,6.573580202,5.733476139,5.647664896,5.537254811,-3.443596379,9.911311792,5.058128008,2.466934965
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czechia,CZE,..,4.001028635,2.262102897,5.388380838,2.53728452,5.168724304,3.22008807,3.029878663,-5.502967961,3.553021309,2.35100354,-0.311479452
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.475244277,3.746862595,1.619393811,2.342591108,3.245956985,2.821736341,1.989537315,1.493486959,-2.424512679,6.844521902,2.731174454,1.889610386
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,7.061543242,7.526108919,7.123432337,5.458091517,4.774416888,5.5451306,1.316363242,4.522347746,3.72857647,6.676649644
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,5.417983566,2.340219321,4.753786581,-2.731503063,2.763647982,-6.618994633,3.547584418,5.502483437,-16.60410952,6.890549417,5.583546263,4.712238185
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,-5.454312395,4.66176228,7.05046369,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373,12.27199023,4.858324036,2.360615687
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.679914053,1.091801564,4.226065204,0.119692109,-0.687954246,5.97039881,1.044295547,0.165403533,-9.245096377,9.818417748,6.186139073,2.355217907
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.667029157,6.37000383,2.915911881,4.372019078,4.346643456,4.181221,5.331108619,5.552093071,3.550164839,3.290646012,6.587845609,3.759005419
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,4.832900578,1.127906977,1.729399842,2.400000089,2.539062411,2.247619081,2.412444224,2.437471591,-7.89310136,11.9047617,2.799552169,3.510977066
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-1.758564085,18.21377996,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.791080834,0.860269956,3.716010594,-5.691583464
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..,-3.141985903,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,..,10.08763444,3.011366587,1.853020046,3.155564814,5.792044675,3.78420085,4.033688391,-0.965410617,7.249326354,-0.461002668,-3.005590126
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,21.01800054,1.76017376,0.923230547,2.227480675,1.062610193,2.026578156,2.380095495,2.692168273,-1.55964259,10.68369388,0.47576934,4.842320853
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,2.726451783,6.07321748,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.641530717,5.321176284,6.498134642
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,5.432701357,0.976378534,1.469915804,3.514305971,2.731552155,4.39010334,-1.926834417,5.755550527,5.398480389,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.80000272,-1.699998416,5.603514406,4.50120041,2.445651797,5.35336456,3.812351222,-0.580504495,-17.03987084,-4.881036196,20.01646416,8.026408625
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,0.670275844,5.773362458,-0.364908157,0.543659212,2.811457767,3.19240963,1.139718013,1.224748922,-2.354965157,2.838179604,1.335467305,-1.035375693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.923935081,3.923669227,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.540459162,6.435209621,2.454758177,0.703718547
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,0.129883207,3.245411013,0.593554453,1.66510563,2.369644447,4.374502383,1.832028228,2.699934499,-7.050990654,2.094788968,4.46607459,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,5.192237277,-1.882966398,4.314964441,3.878899395,2.091442208,0.472642031,0.837916581,3.920808795,-1.837761064,1.467957315,2.967741644,2.263232088
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,3.558879368,5.500000216,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.22205316,0.591487288,5.255968794,4.917821309,5.295996638
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,-14.78878505,1.840381179,4.090490596,3.351023503,3.45021518,5.159902617,6.062036413,5.380719266,-6.290471785,10.64423366,10.95853214,7.474479094
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,5.255006083,2.912502964,2.209543431,1.491931528,2.229999868,2.680231114,0.981232606,1.075471636,-3.826768716,3.163819942,1.806208967,-0.304934576
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.328817883,3.700000082,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.076466435,3.817504621,2.944785831
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,0,3.91977053,0.475695947,-0.19608763,-0.487173294,1.09214912,1.668428636,1.879489986,-9.316435765,8.379943784,5.55728708,2.011520943
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-11.71953298,7.101596882,4.742135673,-2.529318024,4.68195411,0.052728183,0.623065429,2.832177568,0.187608794,1.290210488,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.012611898,4.887952137,7.34212396,6.445223147,3.739603956,4.438675669,4.361440394,0.676511739,-13.75662226,4.687478169,7.320740616,4.809286899
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,..,..,1.793051924,0.825688073,0.181983621,0.890099909,-0.828231905,2.523602033,-10.51885957,2.058183257,5.099864262,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.102563176,3.608868717,4.443977583,4.092170816,2.677802555,3.079851491,3.4068734,4.017897934,-1.791857695,8.002408036,4.118004169,3.484484727
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,4.324062755,2.503060563,3.696553117,3.825910569,10.8206272,10.30000534,6.358491927,5.61691447,4.920266372,3.9,4.7,7.061960029
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,6.099999986,1.10027815,0.964525747,6.134089355,5.306596331,4.788991621,3.761453595,4.500092937,1.5,6.399952624,4.199990232,4.248282297
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-3.067484664,-1.363803903,1.68649445,0.687404591,3.807456264,3.734491546,4.440912885,5.352840035,43.47965172,20.00752973,63.43986437,33.01688299
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.038122802,0.870059259,2.888772509,1.400000009,1.812468078,2.510271345,1.667810955,-1.723096998,-3.30550547,-1.798239889,-1.681983969,-1.863884203
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.79174895,7.291288159,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.559634346,-8.965082233,12.56528438,4.14356194,3.582603626
